"stop_id,stop_name,stop_lat,stop_lon,location_type"
"MB_57,عنبر خير الله,29.9870515,31.2495165,"
"MB_58,ميدان الرماية,29.9890118,31.1284438,"
"MB_59,الحديد والصلب,29.9928368,31.2797934,"
"MB_60,التجمع الخامس,30.0084868,31.4284756,"
"MB_61,مدينة السلام,30.1718424,31.406452,"
"MB_62,بئر ام سلطان,29.9880376,31.26097469999999,"
"MB_63,عذبة الوالدة,30.095000,31.260000,"
"MB_64,كورنيش النيل,30.05488,31.229404,"
"MB_65,ميدان السواح,30.1059344,31.2903605,"
"MB_66,كوبري إمبابة,30.0741304,31.2277809,"
"MB_67,طريق المؤسسة,30.0251895,31.2517838,"
"MB_68,مترو الحلمية,30.037275,31.252342,"
"MB_69,كوبري المنيب,29.9890493,31.225519,"
"MB_70,التجمع الأول,30.0084868,31.4284756,"
"MB_71,منشية البكري,30.091100,31.325300,"
"MB_72,جامعة الأزهر,30.0580481,31.31259399999999,"
"MB_73,السبع عمارات,30.0861876,31.3407644,"
"MB_74,ميدان الحجار,30.0675035,31.243807,"
"MB_75,اميرية البلد,30.102776,31.285026,"
"MB_76,مدينة البعوث,30.0561745,31.2764596,"
"MB_77,الملك الصالح,30.0158864,31.2321849,"
"MB_78,السيدة عائشة,30.0271945,31.2559694,"
"MB_79,مساكن الشروق,30.0681982,31.3602534,"
"MB_80,موقف العاشر,30.288000,31.732000,"
"MB_81,طريق السويس,30.0860183,31.9405708,"
"MB_82,الأوتوستراد,30.0062674,31.2716667,"
"MB_83,موقف السلام,30.0567634,31.261285,"
"MB_84,ميدان الجيش,30.0619755,31.2679422,"
"MB_85,مصر الجديدة,30.112315,31.3438507,"
"MB_86,قسم الحدائق,30.08595949999999,31.2826641,"
"MB_87,الحي الثامن,30.0595267,31.3581131,"
"MB_88,الحي العاشر,30.0435279,31.3792321,"
"MB_89,جزيرة بدران,30.0713576,31.2418902,"
"MB_90,محطة المياه,30.1599209,31.341239,"
"MB_91,باب الشعرية,30.0574494,31.2605244,"
"MB_92,عباس العقاد,30.0566673,31.3381326,"
"MB_93,كوبري عرابي,30.0698047,31.196102,"
"MB_94,الشيخ رمضان,30.0932587,31.2550499,"
"MB_95,حدائق القبة,30.085114,31.2824711,"
"MB_96,حدائق حلوان,29.878000,31.301000,"
"MB_97,كلية البنات,30.0761142,31.3357986,"
"MB_98,مطار إمبابة,30.0832263,31.20566849999999,"
"MB_99,ميدان سفنكس,30.0609138,31.2081193,"
"MB_100,مساكن الهدي,30.0331235,31.2516214,"
"MB_101,جامعة حلوان,30.0632028,31.2204674,"
"MB_102,السيدة زينب,30.0282151,31.2372623,"
"MB_103,الحي السابع,30.0469887,31.32699869999999,"
"MB_104,فايدة كامل,30.047000,31.233000,"
"MB_105,دار السلام,29.9820300,31.2422043,"
"MB_106,مساكن أطلس,29.9889347,31.2705131,"
"MB_107,سوق العبور,30.0656465,31.2290113,"
"MB_108,جسر السويس,30.0879797,31.3010081,"
"MB_109,سليم الأول,30.1115058,31.3160333,"
"MB_110,شق التعبان,29.924541,31.3606639,"
"MB_111,طريق النصر,30.0459265,31.2796537,"
"MB_112,قسم إمبابة,30.0750301,31.2215861,"
"MB_113,سوق القنال,30.1365187,31.3903417,"
"MB_114,قصر العيني,30.0284543,31.2324864,"
"MB_115,كفر الشرفا,30.1437435,31.34415589999999,"
"MB_116,كوبري غمرة,30.0688283,31.2651239,"
"MB_117,مرمطة البط,30.0387217,31.2628835,"
"MB_118,دوران شبرا,30.0805991,31.2454222,"
"MB_119,الألف مسكن,30.1188972,31.3400652,"
"MB_120,أحمد ماهر,30.0434136,31.2552292,"
"MB_121,الهايكستب,30.1431445,31.4199035,"
"MB_122,جسر البحر,30.085763,31.2390742,"
"MB_123,أحمد عصمت,30.1256209,31.3322787,"
"MB_124,أبو الغيط,30.1034625,31.2600104,"
"MB_125,عين حلوان,29.8626591,31.3250068,"
"MB_126,مشاة ناصر,30.0687643,31.2785985,"
"MB_127,فم الخليج,30.0229841,31.2313083,"
"MB_128,مكرم عبيد,30.0619739,31.3449857,"
"MB_129,أبو العلا,30.0801204,31.2564989,"
"MB_130,الكيت كات,30.06655,31.213024,"
"MB_131,اكوا بارك,30.010000,31.410000,"
"MB_132,الكيلو ٣٦,30.015000,31.130000,"
"MB_133,طرة البلد,29.9467633,31.27298,"
"MB_134,الكيلو ٣١,30.010000,31.180000,"
"MB_135,مدينة بدر,30.1391666,31.7317485,"
"MB_136,ألف مسكن,30.1188972,31.3400652,"
"MB_137,عرب غنيم,29.918800,31.286400,"
"MB_138,الاباجية,30.0218476,31.2647712,"
"MB_139,وادي حوف,29.869000,31.301000,"
"MB_140,على بابا,30.0459707,31.2354062,"
"MB_141,٦ أكتوبر,30.0941972,31.2644664,"
"MB_142,أبو زعبل,30.0606124,31.2567125,"
"MB_143,البصراوي,30.0815615,31.2079868,"
"MB_144,الكيلو ٤,29.990000,31.220000,"
"MB_145,عرب راشد,30.0356284,31.237952,"
"MB_146,النافورة,30.0649191,31.2280748,"
"MB_147,العباسية,30.0727858,31.2840893,"
"MB_148,البنزينة,30.050000,31.250000,"
"MB_149,البساتين,30.0100000,31.2500000,"
"MB_150,القطامية,29.978617,31.4095335,"
"MB_151,صقر قريش,30.0990686,31.2831,"
"MB_152,الشرابية,30.083656,31.2621096,"
"MB_153,شرق قريش,30.005000,31.285000,"
"MB_154,المظلات,30.1041743,31.2456414,"
"MB_155,الوايلي,30.0640793,31.272931,"
"MB_156,المعدية,30.09749949999999,31.2506342,"
"MB_157,المعصرة,29.8857065,31.3026883,"
"MB_158,المصانع,30.050000,31.270000,"
"MB_159,الفوارة,30.065000,31.228000,"
"MB_160,التحرير,30.0823535,31.2604806,"
"MB_161,الطيران,30.0672172,31.3245531,"
"MB_162,المعادي,29.9601561,31.2569138,"
"MB_163,الزلزال,30.02621359999999,31.2387824,"
"MB_164,البراوي,30.0306814,31.2427165,"
"MB_165,البرمبل,30.068000,31.210000,"
"MB_166,المطبعة,30.097000,31.258000,"
"MB_167,السبتية,30.0575302,31.2351906,"
"MB_168,العشرين,30.0210203,31.1845343,"
"MB_169,ميت نما,30.210000,31.180000,"
"MB_170,المبيضة,30.0795316,31.2404593,"
"MB_171,الزهراء,29.9384103,31.3198491,"
"MB_172,الإسعاف,30.0892928,31.24113139999999,"
"MB_173,المحكمة,30.0609503,31.2302662,"
"MB_174,عين شمس,30.132000,31.313000,"
"MB_175,المطرية,30.137000,31.314000,"
"MB_176,الفردوس,30.0580627,31.2776192,"
"MB_177,الدويقة,30.05649619999999,31.235632,"
"MB_178,الاوبرا,30.0419477,31.2249794,"
"MB_179,التجنيد,30.1075079,31.3247855,"
"MB_180,الخانكة,30.1338497,31.3570222,"
"MB_181,العمارة,30.0989667,31.2447506,"
"MB_182,الماظة,30.0916471,31.3398668,"
"MB_183,العبور,30.0997978,31.2641304,"
"MB_184,الروضة,30.0159252,31.2247728,"
"MB_185,القللي,30.0622173,31.240817,"
"MB_186,الجيزة,30.013000,31.209000,"
"MB_187,المقطم,30.0008001,31.3198491,"
"MB_188,السيما,30.099642,31.2138286,"
"MB_189,الوحده,30.037655,31.2543653,"
"MB_190,العتبة,30.0499288,31.2502992,"
"MB_191,المثلث,30.095000,31.263000,"
"MB_192,الوراق,30.0745404,31.2713767,"
"MB_193,التبين,29.7838592,31.3173842,"
"MB_194,١٥مايو,30.1368476,31.2632319,"
"MB_195,القلعة,30.0266075,31.2599679,"
"MB_196,كارفور,30.0632299,31.2469369,"
"MB_197,الشباب,30.08221159999999,31.2863917,"
"MB_198,البركة,30.066000,31.252000,"
"MB_199,المسلة,30.1312976,31.3092958,"
"MB_200,الترعة,30.081967,31.2520299,"
"MB_201,الحرية,30.1023195,31.2637077,"
"MB_202,النهضة,30.1715608,31.4399041,"
"MB_203,الشروق,30.161783,31.6243444,"
"MB_204,الحسين,30.0476893,31.2624758,"
"MB_205,الجراج,30.0884112,31.2714994,"
"MB_206,رمسيس,30.0661095,31.2589096,"
"MB_207,مسطرد,30.0857864,31.2783853,"
"MB_208,روكسي,30.0522838,31.252,"
"MB_209,بيجام,30.1326529,31.2466202,"
"MB_210,اطفيح,29.4080614,31.252741,"
"MB_211,العرب,30.0829512,31.2377651,"
"MB_212,نفق N,30.0530439,31.2421161,"
"MB_213,القلج,30.172028,31.3598812,"
"MB_214,الحكر,30.0855436,31.2341998,"
"MB_215,الهرم,30.0575218,31.2359298,"
"MB_216,المرج,30.150500,31.340000,"
"MB_217,حلوان,29.8488841,31.3342033,"
"MB_218,بشتيل,30.065500,31.188700,"
"MB_219,الصف,30.09416779999999,31.242941,"
"MB_220,عبود,30.0704795,31.259046,"
"MB_221,فيصل,30.029683,31.2479938,"
"MB_222,أيوب,30.0592378,31.2184952,"
"MB_223,بدر,30.1391666,31.7317485,"
"MB_224,٥,30.008400,31.428500,"
"MB_225,A,30.008400,31.428500,"
