"route_id,service_id,trip_id,shape_id,direction_id"
"MB_278,MB_DAILY,MB_trip_278,MB_shape_278,"
"MB_279,MB_DAILY,MB_trip_279,MB_shape_279,"
"MB_280,MB_DAILY,MB_trip_280,MB_shape_280,"
"MB_281,MB_DAILY,MB_trip_281,MB_shape_281,"
"MB_282,MB_DAILY,MB_trip_282,MB_shape_282,"
"MB_283,MB_DAILY,MB_trip_283,MB_shape_283,"
"MB_284,MB_DAILY,MB_trip_284,MB_shape_284,"
"MB_285,MB_DAILY,MB_trip_285,MB_shape_285,"
"MB_286,MB_DAILY,MB_trip_286,MB_shape_286,"
"MB_287,MB_DAILY,MB_trip_287,MB_shape_287,"
"MB_288,MB_DAILY,MB_trip_288,MB_shape_288,"
"MB_289,MB_DAILY,MB_trip_289,MB_shape_289,"
"MB_290,MB_DAILY,MB_trip_290,MB_shape_290,"
